month,region,branch_id,apps_units,approvals_units,pipeline_dollars
2024-05,West Texas,WTX-B02,33,26,8071317.09
2024-05,West Texas,WTX-B03,31,17,7530103.13
2024-05,West Texas,WTX-B03,42,31,10626072.9
2024-05,West Texas,WTX-B03,33,22,8371014.09
2024-05,West Texas,WTX-B04,32,22,7933003.5
2024-05,West Texas,WTX-B04,30,18,7339732.91
2024-05,West Texas,WTX-B04,39,26,10027676.12
2024-05,West Texas,WTX-B05,33,22,8370829.26
2024-05,West Texas,WTX-B05,59,50,14088726.66
2024-05,West Texas,WTX-B05,34,27,8877627.88
2024-05,West Texas,WTX-B06,34,23,8198079.03
2024-05,West Texas,WTX-B06,47,33,11830989.09
2024-05,West Texas,WTX-B06,33,18,8250487.33
2024-05,West Texas,WTX-B07,19,15,5012153.89
2024-05,West Texas,WTX-B07,24,13,5942112.51
2024-05,West Texas,WTX-B07,34,24,8589626.38
2024-05,West Texas,WTX-B08,31,20,7614527.76
2024-05,West Texas,WTX-B08,35,27,9102001.78
2024-05,West Texas,WTX-B08,43,26,10596492.52
2024-05,West Texas,WTX-B09,46,38,12180288.05
2024-05,West Texas,WTX-B09,33,18,8206117.53
2024-05,West Texas,WTX-B09,40,31,10414678.97
2024-05,West Texas,WTX-B10,32,17,7691598.52
2024-05,West Texas,WTX-B10,40,33,10080716.93
2024-05,West Texas,WTX-B10,46,34,10961901.3
2024-06,South Texas,SATX-B01,48,40,11825072.82
2024-06,South Texas,SATX-B01,43,27,10933489.89
2024-06,South Texas,SATX-B01,48,40,12565505.54
2024-06,South Texas,SATX-B02,29,16,6953186.04
2024-06,South Texas,SATX-B02,23,15,5677785.32
2024-06,South Texas,SATX-B02,35,29,8426685.47
2024-06,South Texas,SATX-B03,43,25,10355194.16
2024-06,South Texas,SATX-B03,39,27,9901282.15
2024-06,South Texas,SATX-B03,38,28,9004336.13
2024-06,South Texas,SATX-B04,48,34,12313346.63
2024-06,South Texas,SATX-B04,30,20,7919367.17
2024-06,South Texas,SATX-B04,37,28,9425802.31
2024-06,South Texas,SATX-B05,31,18,7599069.75
2024-06,South Texas,SATX-B05,31,24,7282572.98
2024-06,South Texas,SATX-B05,43,30,10553799.13
2024-06,South Texas,SATX-B06,39,24,9172602.93
2024-06,South Texas,SATX-B06,26,15,6913353.41
2024-06,South Texas,SATX-B06,41,33,9919158.21
2024-06,South Texas,SATX-B07,52,38,12647932.55
2024-06,South Texas,SATX-B07,59,48,15132267.76
2024-06,South Texas,SATX-B07,23,12,5573351.48
2024-06,South Texas,SATX-B08,44,25,11178241.18
2024-06,South Texas,SATX-B08,28,16,7540215.58
2024-06,South Texas,SATX-B08,41,31,10027143.38
2024-06,South Texas,SATX-B09,40,28,9932093.13
2024-06,South Texas,SATX-B09,22,18,5602475.03
2024-06,South Texas,SATX-B09,20,11,4862338.4
2024-06,South Texas,SATX-B10,41,28,10151064.09
2024-06,South Texas,SATX-B10,45,28,10769226.64
2024-06,South Texas,SATX-B10,21,16,5422813.94
2024-06,Central Texas,ATX-B01,39,25,10163648.55
2024-06,Central Texas,ATX-B01,51,33,12538407.94
2024-06,Central Texas,ATX-B01,24,19,5456226.13
2024-06,Central Texas,ATX-B02,34,26,8146034.56
2024-06,Central Texas,ATX-B02,35,24,9073092.21
2024-06,Central Texas,ATX-B02,44,25,10934245.21
2024-06,Central Texas,ATX-B03,41,29,10397343.74
2024-06,Central Texas,ATX-B03,39,26,9589682.35
2024-06,Central Texas,ATX-B03,44,37,10654232.5
2024-06,Central Texas,ATX-B04,57,32,14477583.02
2024-06,Central Texas,ATX-B04,30,22,7450413.29
2024-06,Central Texas,ATX-B04,41,23,10409871.77
2024-06,Central Texas,ATX-B05,47,31,10979222.08
2024-06,Central Texas,ATX-B05,44,32,11150521.28
2024-06,Central Texas,ATX-B05,26,15,6352436.27
2024-06,Central Texas,ATX-B06,29,21,6835428.59
2024-06,Central Texas,ATX-B06,34,22,8555593.82
2024-06,Central Texas,ATX-B06,36,28,8899310.88
2024-06,Central Texas,ATX-B07,39,23,9584848.38
2024-06,Central Texas,ATX-B07,41,25,10583955.58
2024-06,Central Texas,ATX-B07,57,47,14258391.14
2024-06,Central Texas,ATX-B08,43,35,10661959.89
2024-06,Central Texas,ATX-B08,42,31,10732754.85
2024-06,Central Texas,ATX-B08,54,38,13257394.01
2024-06,Central Texas,ATX-B09,32,24,8465423.85
2024-06,Central Texas,ATX-B09,37,29,9331112.1
2024-06,Central Texas,ATX-B09,52,35,13058389.71
2024-06,Central Texas,ATX-B10,47,29,11669764.53
2024-06,Central Texas,ATX-B10,39,27,10130318.89
2024-06,Central Texas,ATX-B10,46,29,10850628.71
2024-06,North Texas,DFW-B01,39,29,9880918.31
2024-06,North Texas,DFW-B01,53,41,12750181.74
2024-06,North Texas,DFW-B01,38,29,9676276.61
2024-06,North Texas,DFW-B02,40,29,9892358.83
2024-06,North Texas,DFW-B02,32,26,8092522.83
2024-06,North Texas,DFW-B02,44,27,10594542.33
2024-06,North Texas,DFW-B03,44,29,10341824.65
2024-06,North Texas,DFW-B03,36,24,8902513.74
2024-06,North Texas,DFW-B03,43,24,10836506.92
2024-06,North Texas,DFW-B04,31,17,7694263.09
2024-06,North Texas,DFW-B04,50,29,13162162.85
2024-06,North Texas,DFW-B04,36,29,8853905.83
2024-06,North Texas,DFW-B05,38,21,9724854.56
2024-06,North Texas,DFW-B05,40,26,9833607.97
2024-06,North Texas,DFW-B05,40,22,9868322.19
2024-06,North Texas,DFW-B06,33,18,8515212.53
2024-06,North Texas,DFW-B06,22,18,5763109.13
2024-06,North Texas,DFW-B06,22,16,5560007.67
2024-06,North Texas,DFW-B07,44,29,10905790.34
2024-06,North Texas,DFW-B07,33,22,8268461.33
2024-06,North Texas,DFW-B07,44,27,11165455.55
2024-06,North Texas,DFW-B08,46,38,11298060.32
2024-06,North Texas,DFW-B08,38,24,9227420.76
2024-06,North Texas,DFW-B08,46,26,11214787.42
2024-06,North Texas,DFW-B09,10,6,2470014.24
2024-06,North Texas,DFW-B09,46,27,10627747.09
2024-06,North Texas,DFW-B09,53,41,13382790.22
2024-06,North Texas,DFW-B10,38,23,9448420.88
2024-06,North Texas,DFW-B10,28,21,6607590.35
2024-06,North Texas,DFW-B10,55,33,13371819.98
2024-06,East Texas,HOU-B01,26,21,6661413.81
2024-06,East Texas,HOU-B01,36,22,9175686.67
2024-06,East Texas,HOU-B01,25,18,6149719.57
2024-06,East Texas,HOU-B02,45,35,11600278.76
2024-06,East Texas,HOU-B02,28,21,6925903.21
2024-06,East Texas,HOU-B02,54,34,13006797.77
2024-06,East Texas,HOU-B03,48,38,12702574.16
2024-06,East Texas,HOU-B03,37,27,8709508.66
2024-06,East Texas,HOU-B03,24,15,5639038.07
2024-06,East Texas,HOU-B04,51,31,12835563.03
2024-06,East Texas,HOU-B04,41,32,10389545.92
2024-06,East Texas,HOU-B04,54,29,13627624.59
2024-06,East Texas,HOU-B05,30,23,7337521.17
2024-06,East Texas,HOU-B05,45,26,11107394.6
2024-06,East Texas,HOU-B05,49,31,12426880.33
2024-06,East Texas,HOU-B06,49,35,12911869.33
2024-06,East Texas,HOU-B06,47,31,12419956.39
2024-06,East Texas,HOU-B06,49,30,11949782.84
2024-06,East Texas,HOU-B07,29,21,7425738.87
2024-06,East Texas,HOU-B07,31,17,7926062.42
2024-06,East Texas,HOU-B07,42,33,10168074.56
2024-06,East Texas,HOU-B08,37,30,8623999.58
2024-06,East Texas,HOU-B08,35,19,8182773.8
2024-06,East Texas,HOU-B08,38,21,9402201.31
2024-06,East Texas,HOU-B09,29,20,7693449.23
2024-06,East Texas,HOU-B09,34,25,8263290.31
2024-06,East Texas,HOU-B09,41,29,10557636.3
2024-06,East Texas,HOU-B10,32,18,8000128.02
2024-06,East Texas,HOU-B10,23,18,5944806.05
2024-06,East Texas,HOU-B10,29,22,7185140.15
2024-06,West Texas,WTX-B01,42,31,9875745.11
2024-06,West Texas,WTX-B01,41,30,10299998.6
2024-06,West Texas,WTX-B01,43,27,10800942.76
2024-06,West Texas,WTX-B02,46,34,11081331.02
2024-06,West Texas,WTX-B02,37,28,9263616.81
2024-06,West Texas,WTX-B02,51,36,12241797.68
2024-06,West Texas,WTX-B03,31,17,7656254.04
2024-06,West Texas,WTX-B03,32,21,8073506.14
2024-06,West Texas,WTX-B03,48,28,12276915.98
2024-06,West Texas,WTX-B04,27,14,6586303.06
2024-06,West Texas,WTX-B04,51,42,12804792.97
2024-06,West Texas,WTX-B04,46,26,12517880.5
2024-06,West Texas,WTX-B05,18,13,4626209.61
2024-06,West Texas,WTX-B05,26,15,6376218.48
2024-06,West Texas,WTX-B05,33,19,8173957.74
2024-06,West Texas,WTX-B06,39,27,9835719.47
2024-06,West Texas,WTX-B06,52,33,13140617.77
2024-06,West Texas,WTX-B06,31,23,7345114.52
2024-06,West Texas,WTX-B07,28,16,7254758.46
2024-06,West Texas,WTX-B07,30,21,7578389.81
2024-06,West Texas,WTX-B07,51,39,13183039.35
2024-06,West Texas,WTX-B08,39,29,10088002.22
2024-06,West Texas,WTX-B08,28,15,7100682.16
2024-06,West Texas,WTX-B08,35,25,8263328.74
2024-06,West Texas,WTX-B09,36,21,9119936.46
2024-06,West Texas,WTX-B09,65,46,15916058.78
2024-06,West Texas,WTX-B09,41,29,9953465.6
2024-06,West Texas,WTX-B10,46,36,11032489.58
2024-06,West Texas,WTX-B10,39,29,9566147.24
2024-06,West Texas,WTX-B10,31,22,7482310.67
2024-07,South Texas,SATX-B01,55,36,14002591.34
2024-07,South Texas,SATX-B01,34,20,9088610.01
2024-07,South Texas,SATX-B01,45,29,11896689.9
2024-07,South Texas,SATX-B02,36,28,8955197.08
2024-07,South Texas,SATX-B02,29,21,7535360.13
2024-07,South Texas,SATX-B02,54,37,13249852.41
2024-07,South Texas,SATX-B03,46,28,11449585.66
2024-07,South Texas,SATX-B03,42,35,10171118.41
2024-07,South Texas,SATX-B03,34,22,8454948.26
2024-07,South Texas,SATX-B04,27,20,6754739.86
2024-07,South Texas,SATX-B04,28,16,6622034.87
2024-07,South Texas,SATX-B04,37,24,9534147.18
2024-07,South Texas,SATX-B05,32,23,8500034.34
2024-07,South Texas,SATX-B05,41,34,10417563.06
2024-07,South Texas,SATX-B05,39,28,9377068.35
2024-07,South Texas,SATX-B06,22,14,5762306.79
2024-07,South Texas,SATX-B06,37,22,8964496.81
2024-07,South Texas,SATX-B06,31,17,7917757.57
2024-07,South Texas,SATX-B07,61,49,15830987.71
2024-07,South Texas,SATX-B07,21,16,5404510.16
2024-07,South Texas,SATX-B07,31,22,7769379.48
2024-07,South Texas,SATX-B08,37,23,9487960.12
2024-07,South Texas,SATX-B08,39,26,9726392.33
2024-07,South Texas,SATX-B08,32,26,8044172.85
2024-07,South Texas,SATX-B09,45,35,11786080.72
2024-07,South Texas,SATX-B09,39,28,9490643.52
2024-07,South Texas,SATX-B09,44,27,11200555.65
2024-07,South Texas,SATX-B10,45,25,10957129.07
2024-07,South Texas,SATX-B10,44,31,10108649.38
2024-07,South Texas,SATX-B10,41,28,10405033.48
2024-07,Central Texas,ATX-B01,33,22,8143587.94
2024-07,Central Texas,ATX-B01,27,15,7080328.05
2024-07,Central Texas,ATX-B01,48,31,12079796.16
2024-07,Central Texas,ATX-B02,37,20,8820971.76
2024-07,Central Texas,ATX-B02,44,31,11147208.43
2024-07,Central Texas,ATX-B02,51,36,12521793.39
2024-07,Central Texas,ATX-B03,44,34,11387665.68
2024-07,Central Texas,ATX-B03,24,20,6335373.88
2024-07,Central Texas,ATX-B03,62,38,15940962.41
2024-07,Central Texas,ATX-B04,51,30,13539610.7
2024-07,Central Texas,ATX-B04,41,31,10048567.8
2024-07,Central Texas,ATX-B04,24,17,6025396.38
2024-07,Central Texas,ATX-B05,38,22,9255290.19
2024-07,Central Texas,ATX-B05,34,22,8350898.75
2024-07,Central Texas,ATX-B05,38,26,9329575.28
2024-07,Central Texas,ATX-B06,16,12,3956647.51
2024-07,Central Texas,ATX-B06,40,22,9625070.61
2024-07,Central Texas,ATX-B06,41,29,10009064.94
2024-07,Central Texas,ATX-B07,41,34,10585718.05
2024-07,Central Texas,ATX-B07,61,34,15541041.77
2024-07,Central Texas,ATX-B07,35,21,8688777.08
2024-07,Central Texas,ATX-B08,23,15,5772006.45
2024-07,Central Texas,ATX-B08,49,28,11424586.4
2024-07,Central Texas,ATX-B08,28,19,7396517.55
2024-07,Central Texas,ATX-B09,36,23,8981514.96
2024-07,Central Texas,ATX-B09,41,31,10416434.06
2024-07,Central Texas,ATX-B09,30,18,7116576.2
2024-07,Central Texas,ATX-B10,46,32,11882789.39
2024-07,Central Texas,ATX-B10,48,27,11981534.01
2024-07,Central Texas,ATX-B10,31,24,7424578.75
2024-07,North Texas,DFW-B01,40,24,10016383.33
2024-07,North Texas,DFW-B01,24,20,5673190.2
2024-07,North Texas,DFW-B01,45,29,11057903.89
2024-07,North Texas,DFW-B02,34,24,8934970.62
2024-07,North Texas,DFW-B02,44,35,11167351.6
2024-07,North Texas,DFW-B02,41,24,10129872.72
2024-07,North Texas,DFW-B03,52,34,12077803.36
2024-07,North Texas,DFW-B03,41,24,10252037.32
2024-07,North Texas,DFW-B03,30,17,7890999.93
2024-07,North Texas,DFW-B04,53,36,12754453.8
2024-07,North Texas,DFW-B04,21,15,5073379.93
2024-07,North Texas,DFW-B04,28,19,7059034.47
2024-07,North Texas,DFW-B05,60,36,15765332.35
2024-07,North Texas,DFW-B05,52,37,12740374.94
2024-07,North Texas,DFW-B05,48,34,11586287.59
2024-07,North Texas,DFW-B06,46,33,11804728.32
2024-07,North Texas,DFW-B06,28,17,6991975.07
2024-07,North Texas,DFW-B06,58,40,13815953.9
2024-07,North Texas,DFW-B07,21,16,5244576.86
2024-07,North Texas,DFW-B07,40,33,9884766.1
2024-07,North Texas,DFW-B07,38,21,9105038.23
2024-07,North Texas,DFW-B08,48,32,12814298.16
2024-07,North Texas,DFW-B08,49,29,12270251.1
2024-07,North Texas,DFW-B08,49,35,12322445.64
2024-07,North Texas,DFW-B09,37,28,9638347.19
2024-07,North Texas,DFW-B09,41,24,10521138.42
2024-07,North Texas,DFW-B09,31,19,7591705.88
2024-07,North Texas,DFW-B10,45,32,10589469.11
2024-07,North Texas,DFW-B10,59,33,14172793.55
2024-07,North Texas,DFW-B10,25,15,6268824.85
2024-07,East Texas,HOU-B01,52,28,12835168.45
2024-07,East Texas,HOU-B01,53,41,13751407.87
2024-07,East Texas,HOU-B01,63,47,15004360.11
2024-07,East Texas,HOU-B02,44,37,11070030.29
2024-07,East Texas,HOU-B02,30,24,7741712.0
2024-07,East Texas,HOU-B02,37,22,9383463.85
2024-07,East Texas,HOU-B03,60,37,15000327.75
2024-07,East Texas,HOU-B03,47,30,12045465.32
2024-07,East Texas,HOU-B03,26,21,6413635.54
2024-07,East Texas,HOU-B04,45,28,11317513.96
2024-07,East Texas,HOU-B04,46,34,11770346.62
2024-07,East Texas,HOU-B04,39,22,9880082.01
2024-07,East Texas,HOU-B05,51,36,13115016.05
2024-07,East Texas,HOU-B05,40,25,9532504.02
2024-07,East Texas,HOU-B05,58,44,14060177.78
2024-07,East Texas,HOU-B06,34,21,8114287.7
2024-07,East Texas,HOU-B06,45,37,11021657.09
2024-07,East Texas,HOU-B06,53,43,12956271.94
2024-07,East Texas,HOU-B07,36,30,9106577.6
2024-07,East Texas,HOU-B07,24,13,5777860.13
2024-07,East Texas,HOU-B07,30,18,7491598.17
2024-07,East Texas,HOU-B08,49,39,12019909.45
2024-07,East Texas,HOU-B08,47,37,11587896.79
2024-07,East Texas,HOU-B08,34,25,8615113.77
2024-07,East Texas,HOU-B09,41,26,10369438.02
2024-07,East Texas,HOU-B09,62,43,15504378.76
2024-07,East Texas,HOU-B09,36,28,8790313.8
2024-07,East Texas,HOU-B10,38,28,9603558.86
2024-07,East Texas,HOU-B10,47,39,11971998.7
2024-07,East Texas,HOU-B10,48,28,11836312.87
2024-07,West Texas,WTX-B01,50,37,12848926.15
2024-07,West Texas,WTX-B01,45,27,11117732.19
2024-07,West Texas,WTX-B01,40,27,9951922.24
2024-07,West Texas,WTX-B02,36,21,9302398.32
2024-07,West Texas,WTX-B02,41,24,10653182.45
2024-07,West Texas,WTX-B02,40,29,10578091.09
2024-07,West Texas,WTX-B03,52,41,12936886.8
2024-07,West Texas,WTX-B03,34,27,8585600.12
2024-07,West Texas,WTX-B03,52,34,13439865.22
2024-07,West Texas,WTX-B04,43,25,10959230.74
2024-07,West Texas,WTX-B04,49,27,12162693.49
2024-07,West Texas,WTX-B04,40,29,10059934.58
2024-07,West Texas,WTX-B05,30,24,7299139.03
2024-07,West Texas,WTX-B05,49,32,11963971.47
2024-07,West Texas,WTX-B05,44,29,11013885.36
2024-07,West Texas,WTX-B06,26,18,6239314.51
2024-07,West Texas,WTX-B06,50,35,12436738.46
2024-07,West Texas,WTX-B06,28,23,7005467.24
2024-07,West Texas,WTX-B07,38,28,9467673.55
2024-07,West Texas,WTX-B07,24,16,6335207.3
2024-07,West Texas,WTX-B07,33,26,8403842.72
2024-07,West Texas,WTX-B08,30,20,7938542.76
2024-07,West Texas,WTX-B08,48,33,11681972.63
2024-07,West Texas,WTX-B08,48,40,11357856.09
2024-07,West Texas,WTX-B09,47,30,11704106.52
2024-07,West Texas,WTX-B09,25,13,6168272.82
2024-07,West Texas,WTX-B09,32,18,8133447.66
2024-07,West Texas,WTX-B10,41,33,10155407.36
2024-07,West Texas,WTX-B10,30,21,7456439.24
2024-07,West Texas,WTX-B10,27,19,6428238.32
2024-08,South Texas,SATX-B01,34,19,8589517.04
2024-08,South Texas,SATX-B01,38,30,9362047.08
2024-08,South Texas,SATX-B01,33,24,7730204.29
2024-08,South Texas,SATX-B02,51,41,12761429.27
2024-08,South Texas,SATX-B02,42,29,10492514.26
2024-08,South Texas,SATX-B02,42,35,9953798.61
2024-08,South Texas,SATX-B03,30,16,7812841.9
2024-08,South Texas,SATX-B03,25,19,6146572.58
2024-08,South Texas,SATX-B03,50,27,12300971.66
2024-08,South Texas,SATX-B04,29,17,7066755.39
2024-08,South Texas,SATX-B04,22,14,5582991.46
2024-08,South Texas,SATX-B04,49,40,12131865.66
2024-08,South Texas,SATX-B05,19,11,4736917.41
2024-08,South Texas,SATX-B05,29,18,7004427.14
2024-08,South Texas,SATX-B05,44,25,10806205.72
2024-08,South Texas,SATX-B06,31,17,7829268.9
2024-08,South Texas,SATX-B06,41,23,10677475.2
2024-08,South Texas,SATX-B06,37,29,9315224.14
2024-08,South Texas,SATX-B07,40,31,9895804.46
2024-08,South Texas,SATX-B07,33,21,8014805.14
2024-08,South Texas,SATX-B07,26,18,6167143.61
2024-08,South Texas,SATX-B08,44,26,10694441.5
2024-08,South Texas,SATX-B08,40,31,9370078.65
2024-08,South Texas,SATX-B08,47,28,12238998.1
2024-08,South Texas,SATX-B09,31,20,7774222.25
2024-08,South Texas,SATX-B09,34,21,8474262.33
2024-08,South Texas,SATX-B09,36,21,8964366.06
2024-08,South Texas,SATX-B10,45,26,11201707.74
2024-08,South Texas,SATX-B10,36,30,9077556.89
2024-08,South Texas,SATX-B10,53,34,13010223.21
2024-08,Central Texas,ATX-B01,28,16,7109213.51
2024-08,Central Texas,ATX-B01,42,33,10789570.45
2024-08,Central Texas,ATX-B01,37,23,9093624.07
2024-08,Central Texas,ATX-B02,25,14,6514036.84
2024-08,Central Texas,ATX-B02,52,34,13157983.34
2024-08,Central Texas,ATX-B02,37,22,9150192.31
2024-08,Central Texas,ATX-B03,49,35,11712276.69
2024-08,Central Texas,ATX-B03,30,23,7837186.16
2024-08,Central Texas,ATX-B03,38,30,9064321.85
2024-08,Central Texas,ATX-B04,36,27,9230711.32
2024-08,Central Texas,ATX-B04,36,26,8956425.82
2024-08,Central Texas,ATX-B04,33,18,7884765.9
2024-08,Central Texas,ATX-B05,35,20,8528985.22
2024-08,Central Texas,ATX-B05,29,18,7239452.13
2024-08,Central Texas,ATX-B05,43,35,11318844.34
2024-08,Central Texas,ATX-B06,55,33,14812255.62
2024-08,Central Texas,ATX-B06,29,22,6907353.42
2024-08,Central Texas,ATX-B06,43,33,10703241.01
2024-08,Central Texas,ATX-B07,49,27,12345257.85
2024-08,Central Texas,ATX-B07,37,22,8755719.17
2024-08,Central Texas,ATX-B07,43,29,10810384.46
2024-08,Central Texas,ATX-B08,42,28,10465822.07
2024-08,Central Texas,ATX-B08,18,14,4476654.15
2024-08,Central Texas,ATX-B08,55,43,13925132.33
2024-08,Central Texas,ATX-B09,32,25,7511551.45
2024-08,Central Texas,ATX-B09,51,42,12523434.31
2024-08,Central Texas,ATX-B09,53,41,13551272.82
2024-08,Central Texas,ATX-B10,36,20,9314984.92
2024-08,Central Texas,ATX-B10,56,38,13577734.01
2024-08,Central Texas,ATX-B10,32,23,8330658.62
2024-08,North Texas,DFW-B01,45,32,10984762.75
2024-08,North Texas,DFW-B01,33,25,8004304.65
2024-08,North Texas,DFW-B01,25,21,6231631.05
2024-08,North Texas,DFW-B02,31,25,7108072.68
2024-08,North Texas,DFW-B02,58,36,14604044.92
2024-08,North Texas,DFW-B02,29,17,7215998.42
2024-08,North Texas,DFW-B03,49,35,12431293.58
2024-08,North Texas,DFW-B03,44,32,10746339.63
2024-08,North Texas,DFW-B03,48,40,12292165.12
2024-08,North Texas,DFW-B04,21,15,5395192.93
2024-08,North Texas,DFW-B04,36,28,8777500.2
2024-08,North Texas,DFW-B04,23,15,6027020.32
2024-08,North Texas,DFW-B05,35,28,9005772.64
2024-08,North Texas,DFW-B05,40,32,9953827.86
2024-08,North Texas,DFW-B05,37,22,8871406.9
2024-08,North Texas,DFW-B06,43,31,11382306.64
2024-08,North Texas,DFW-B06,34,19,8333703.21
2024-08,North Texas,DFW-B06,46,37,10809367.51
2024-08,North Texas,DFW-B07,32,26,8483952.82
2024-08,North Texas,DFW-B07,43,30,10808426.58
2024-08,North Texas,DFW-B07,33,21,8345862.53
2024-08,North Texas,DFW-B08,64,46,16641339.25
2024-08,North Texas,DFW-B08,36,26,8682546.31
2024-08,North Texas,DFW-B08,40,29,10039703.27
2024-08,North Texas,DFW-B09,45,33,10872124.02
2024-08,North Texas,DFW-B09,37,26,9990486.93
2024-08,North Texas,DFW-B09,42,25,9800414.84
2024-08,North Texas,DFW-B10,34,19,8637870.67
2024-08,North Texas,DFW-B10,59,40,14384381.73
2024-08,North Texas,DFW-B10,44,28,10400850.7
2024-08,East Texas,HOU-B01,19,14,4754325.55
2024-08,East Texas,HOU-B01,39,25,9579613.37
2024-08,East Texas,HOU-B01,56,38,14161570.26
2024-08,East Texas,HOU-B02,63,39,15940054.42
2024-08,East Texas,HOU-B02,12,6,2939531.08
2024-08,East Texas,HOU-B02,32,22,7843865.4
2024-08,East Texas,HOU-B03,30,16,7547683.2
2024-08,East Texas,HOU-B03,51,32,12663267.92
2024-08,East Texas,HOU-B03,34,23,8476039.18
2024-08,East Texas,HOU-B04,56,36,14826066.61
2024-08,East Texas,HOU-B04,33,21,8165985.29
2024-08,East Texas,HOU-B04,42,35,10390254.51
2024-08,East Texas,HOU-B05,55,34,14102936.52
2024-08,East Texas,HOU-B05,32,22,8550011.61
2024-08,East Texas,HOU-B05,31,20,7987262.39
2024-08,East Texas,HOU-B06,48,35,11988325.34
2024-08,East Texas,HOU-B06,23,15,5805135.17
2024-08,East Texas,HOU-B06,41,28,10625481.15
2024-08,East Texas,HOU-B07,38,27,9619565.34
2024-08,East Texas,HOU-B07,42,34,10318525.36
2024-08,East Texas,HOU-B07,29,21,7297875.93
2024-08,East Texas,HOU-B08,34,27,8888033.29
2024-08,East Texas,HOU-B08,47,34,11855004.71
2024-08,East Texas,HOU-B08,36,21,8778956.65
2024-08,East Texas,HOU-B09,41,30,10347496.12
2024-08,East Texas,HOU-B09,30,23,7361773.25
2024-08,East Texas,HOU-B09,24,17,5972178.32
2024-08,East Texas,HOU-B10,39,26,9673285.83
2024-08,East Texas,HOU-B10,36,21,8911981.7
2024-08,East Texas,HOU-B10,35,25,9161990.19
2024-08,West Texas,WTX-B01,53,43,13154888.76
2024-08,West Texas,WTX-B01,40,32,9725045.39
2024-08,West Texas,WTX-B01,51,30,12591956.32
2024-08,West Texas,WTX-B02,41,27,10386905.6
2024-08,West Texas,WTX-B02,38,24,9567353.78
2024-08,West Texas,WTX-B02,50,41,12808100.18
2024-08,West Texas,WTX-B03,45,34,11037637.89
2024-08,West Texas,WTX-B03,38,24,9310037.57
2024-08,West Texas,WTX-B03,53,44,13625745.06
2024-08,West Texas,WTX-B04,52,35,12794851.74
2024-08,West Texas,WTX-B04,37,30,9318625.26
2024-08,West Texas,WTX-B04,33,25,7961087.69
2024-08,West Texas,WTX-B05,55,37,13076596.98
2024-08,West Texas,WTX-B05,31,17,7935987.59
2024-08,West Texas,WTX-B05,37,22,8690556.99
2024-08,West Texas,WTX-B06,28,15,6623326.73
2024-08,West Texas,WTX-B06,49,29,12331380.51
2024-08,West Texas,WTX-B06,56,37,14448009.73
2024-08,West Texas,WTX-B07,32,22,8423989.31
2024-08,West Texas,WTX-B07,37,24,9279155.51
2024-08,West Texas,WTX-B07,39,27,9855442.75
2024-08,West Texas,WTX-B08,42,30,10662435.8
2024-08,West Texas,WTX-B08,43,29,10857208.58
2024-08,West Texas,WTX-B08,16,13,3934086.59
2024-08,West Texas,WTX-B09,34,27,8566240.22
2024-08,West Texas,WTX-B09,32,22,7991162.42
2024-08,West Texas,WTX-B09,49,29,12164884.62
2024-08,West Texas,WTX-B10,42,23,10924196.6
2024-08,West Texas,WTX-B10,40,25,10153544.65
2024-08,West Texas,WTX-B10,51,32,12710021.53
2024-09,South Texas,SATX-B01,37,23,9177070.51
2024-09,South Texas,SATX-B01,38,23,9958507.21
2024-09,South Texas,SATX-B01,35,29,8479451.03
2024-09,South Texas,SATX-B02,26,21,6487272.8
2024-09,South Texas,SATX-B02,58,49,14340904.21
2024-09,South Texas,SATX-B02,30,18,7735756.68
2024-09,South Texas,SATX-B03,35,24,8850653.22
2024-09,South Texas,SATX-B03,26,14,6902352.81
2024-09,South Texas,SATX-B03,43,29,10840661.48
2024-09,South Texas,SATX-B04,22,14,5964234.3
2024-09,South Texas,SATX-B04,50,41,11873740.79
2024-09,South Texas,SATX-B04,40,27,10179541.47
2024-09,South Texas,SATX-B05,42,26,10133689.98
2024-09,South Texas,SATX-B05,33,28,7835103.39
2024-09,South Texas,SATX-B05,41,23,10044568.59
2024-09,South Texas,SATX-B06,37,26,8902745.66
2024-09,South Texas,SATX-B06,31,17,7470738.62
2024-09,South Texas,SATX-B06,38,27,9630739.97
2024-09,South Texas,SATX-B07,40,22,10178667.66
2024-09,South Texas,SATX-B07,36,27,8526944.63
2024-09,South Texas,SATX-B07,43,30,10129471.2
2024-09,South Texas,SATX-B08,28,23,6924870.42
2024-09,South Texas,SATX-B08,39,28,10117695.96
2024-09,South Texas,SATX-B08,42,31,9988900.34
2024-09,South Texas,SATX-B09,42,30,10502874.84
2024-09,South Texas,SATX-B09,52,31,12746246.4
2024-09,South Texas,SATX-B09,24,16,5773543.74
2024-09,South Texas,SATX-B10,39,30,10221154.53
2024-09,South Texas,SATX-B10,21,16,5399867.36
2024-09,South Texas,SATX-B10,32,22,7815376.75
2024-09,Central Texas,ATX-B01,41,28,10970361.19
2024-09,Central Texas,ATX-B01,40,32,10150860.76
2024-09,Central Texas,ATX-B01,42,34,10133213.94
2024-09,Central Texas,ATX-B02,56,37,14278631.72
2024-09,Central Texas,ATX-B02,39,26,9473015.91
2024-09,Central Texas,ATX-B02,36,30,9157326.8
2024-09,Central Texas,ATX-B03,47,39,11640298.75
2024-09,Central Texas,ATX-B03,21,14,5149801.86
