month,region,share_dda,share_sav,share_mma,share_cd,share_inv
2025-03,East Texas,0.153,0.118,0.311,0.213,0.206
2025-03,East Texas,0.491,0.191,0.18,0.079,0.059
2025-03,East Texas,0.382,0.244,0.286,0.048,0.04
2025-03,East Texas,0.143,0.253,0.284,0.148,0.172
2025-03,East Texas,0.265,0.224,0.181,0.074,0.255
2025-03,East Texas,0.312,0.457,0.149,0.074,0.008
2025-03,East Texas,0.451,0.126,0.202,0.088,0.134
2025-03,East Texas,0.448,0.18,0.154,0.108,0.111
2025-03,East Texas,0.177,0.246,0.082,0.444,0.05
2025-03,East Texas,0.248,0.366,0.191,0.174,0.021
2025-03,East Texas,0.2,0.136,0.147,0.153,0.363
2025-03,East Texas,0.412,0.282,0.093,0.11,0.103
2025-03,East Texas,0.462,0.318,0.125,0.027,0.069
2025-03,East Texas,0.151,0.243,0.221,0.28,0.105
2025-03,East Texas,0.438,0.102,0.184,0.195,0.081
2025-03,East Texas,0.243,0.112,0.162,0.368,0.115
2025-03,East Texas,0.458,0.018,0.11,0.282,0.13
2025-03,East Texas,0.581,0.181,0.118,0.086,0.034
2025-03,East Texas,0.296,0.103,0.077,0.286,0.238
2025-03,East Texas,0.392,0.234,0.324,0.021,0.029
2025-03,East Texas,0.445,0.21,0.048,0.249,0.048
2025-03,East Texas,0.328,0.15,0.388,0.109,0.025
2025-03,East Texas,0.42,0.136,0.097,0.251,0.096
2025-03,East Texas,0.276,0.193,0.215,0.181,0.136
2025-03,East Texas,0.298,0.42,0.06,0.197,0.025
2025-03,East Texas,0.543,0.251,0.036,0.103,0.068
2025-03,East Texas,0.196,0.36,0.154,0.257,0.033
2025-03,East Texas,0.149,0.564,0.078,0.193,0.017
2025-03,East Texas,0.368,0.211,0.08,0.159,0.182
2025-03,East Texas,0.577,0.172,0.102,0.149,0.0
2025-03,East Texas,0.243,0.3,0.046,0.169,0.242
2025-03,East Texas,0.51,0.154,0.171,0.078,0.087
2025-03,East Texas,0.463,0.198,0.051,0.267,0.02
2025-03,East Texas,0.385,0.234,0.03,0.239,0.11
2025-03,East Texas,0.324,0.148,0.2,0.251,0.077
2025-03,East Texas,0.461,0.134,0.027,0.191,0.187
2025-03,East Texas,0.349,0.169,0.21,0.129,0.143
2025-03,West Texas,0.327,0.314,0.208,0.108,0.042
2025-03,West Texas,0.357,0.25,0.154,0.201,0.037
2025-03,West Texas,0.242,0.358,0.062,0.291,0.047
2025-03,West Texas,0.293,0.12,0.23,0.345,0.011
2025-03,West Texas,0.2,0.516,0.051,0.009,0.224
2025-03,West Texas,0.233,0.298,0.252,0.078,0.139
2025-03,West Texas,0.37,0.138,0.162,0.147,0.182
2025-03,West Texas,0.44,0.18,0.06,0.183,0.138
2025-03,West Texas,0.433,0.175,0.065,0.119,0.208
2025-03,West Texas,0.34,0.424,0.05,0.103,0.084
2025-03,West Texas,0.488,0.138,0.047,0.242,0.084
2025-03,West Texas,0.22,0.288,0.044,0.426,0.022
2025-03,West Texas,0.193,0.268,0.259,0.132,0.147
2025-03,West Texas,0.558,0.123,0.083,0.094,0.142
2025-03,West Texas,0.31,0.262,0.173,0.217,0.038
2025-03,West Texas,0.36,0.302,0.132,0.074,0.132
2025-03,West Texas,0.217,0.165,0.205,0.295,0.119
2025-03,West Texas,0.339,0.097,0.38,0.071,0.113
2025-03,West Texas,0.369,0.248,0.233,0.103,0.047
2025-03,West Texas,0.486,0.238,0.142,0.073,0.06
2025-03,West Texas,0.433,0.147,0.053,0.187,0.179
2025-03,West Texas,0.626,0.203,0.06,0.069,0.042
2025-03,West Texas,0.412,0.105,0.294,0.098,0.091
2025-03,West Texas,0.235,0.407,0.199,0.072,0.088
2025-03,West Texas,0.301,0.152,0.339,0.131,0.076
2025-03,West Texas,0.363,0.206,0.208,0.113,0.111
2025-03,West Texas,0.234,0.388,0.207,0.163,0.009
2025-03,West Texas,0.288,0.317,0.032,0.245,0.117
2025-03,West Texas,0.399,0.239,0.125,0.135,0.102
2025-03,West Texas,0.287,0.137,0.216,0.336,0.024
2025-03,West Texas,0.423,0.089,0.294,0.183,0.011
2025-03,West Texas,0.461,0.23,0.048,0.191,0.07
2025-03,West Texas,0.349,0.367,0.135,0.065,0.085
2025-03,West Texas,0.294,0.322,0.172,0.161,0.05
2025-03,West Texas,0.355,0.144,0.147,0.195,0.159
2025-03,West Texas,0.287,0.299,0.118,0.22,0.075
2025-03,West Texas,0.382,0.364,0.088,0.042,0.124
2025-03,West Texas,0.462,0.248,0.062,0.169,0.059
2025-03,West Texas,0.247,0.167,0.202,0.221,0.164
2025-03,West Texas,0.371,0.111,0.114,0.2,0.203
2025-04,South Texas,0.349,0.212,0.137,0.159,0.143
2025-04,South Texas,0.423,0.216,0.128,0.153,0.08
2025-04,South Texas,0.352,0.33,0.135,0.108,0.076
2025-04,South Texas,0.19,0.232,0.207,0.261,0.11
2025-04,South Texas,0.239,0.265,0.213,0.206,0.076
2025-04,South Texas,0.278,0.267,0.252,0.135,0.068
2025-04,South Texas,0.415,0.361,0.069,0.073,0.081
2025-04,South Texas,0.356,0.171,0.061,0.318,0.094
2025-04,South Texas,0.307,0.123,0.324,0.068,0.179
2025-04,South Texas,0.466,0.336,0.031,0.103,0.064
2025-04,South Texas,0.542,0.125,0.02,0.305,0.009
2025-04,South Texas,0.162,0.313,0.349,0.131,0.045
2025-04,South Texas,0.495,0.071,0.014,0.355,0.065
2025-04,South Texas,0.347,0.251,0.103,0.297,0.003
2025-04,South Texas,0.246,0.217,0.14,0.046,0.35
2025-04,South Texas,0.394,0.136,0.064,0.405,0.001
2025-04,South Texas,0.435,0.216,0.156,0.093,0.099
2025-04,South Texas,0.29,0.415,0.229,0.034,0.032
2025-04,South Texas,0.384,0.155,0.106,0.347,0.008
2025-04,South Texas,0.181,0.201,0.028,0.353,0.236
2025-04,South Texas,0.537,0.232,0.052,0.09,0.089
2025-04,South Texas,0.252,0.38,0.111,0.257,0.0
2025-04,South Texas,0.445,0.249,0.134,0.118,0.054
2025-04,South Texas,0.487,0.099,0.121,0.224,0.069
2025-04,South Texas,0.432,0.295,0.039,0.228,0.005
2025-04,South Texas,0.228,0.075,0.132,0.494,0.07
2025-04,South Texas,0.261,0.377,0.153,0.072,0.137
2025-04,South Texas,0.189,0.543,0.065,0.188,0.015
2025-04,South Texas,0.265,0.362,0.055,0.259,0.059
2025-04,South Texas,0.218,0.058,0.025,0.49,0.21
2025-04,South Texas,0.28,0.182,0.145,0.108,0.286
2025-04,South Texas,0.331,0.253,0.111,0.266,0.038
2025-04,South Texas,0.439,0.391,0.067,0.081,0.022
2025-04,South Texas,0.348,0.289,0.272,0.043,0.049
2025-04,South Texas,0.236,0.387,0.235,0.118,0.025
2025-04,South Texas,0.082,0.513,0.044,0.306,0.055
2025-04,South Texas,0.572,0.124,0.026,0.117,0.162
2025-04,South Texas,0.362,0.268,0.044,0.136,0.191
2025-04,South Texas,0.343,0.295,0.203,0.087,0.072
2025-04,South Texas,0.277,0.345,0.17,0.199,0.009
2025-04,Central Texas,0.171,0.352,0.087,0.152,0.238
2025-04,Central Texas,0.328,0.188,0.296,0.158,0.031
2025-04,Central Texas,0.564,0.129,0.047,0.256,0.004
2025-04,Central Texas,0.554,0.268,0.095,0.017,0.065
2025-04,Central Texas,0.317,0.483,0.09,0.041,0.069
2025-04,Central Texas,0.172,0.331,0.137,0.235,0.125
2025-04,Central Texas,0.453,0.243,0.169,0.092,0.043
2025-04,Central Texas,0.441,0.211,0.169,0.125,0.054
2025-04,Central Texas,0.547,0.273,0.049,0.114,0.018
2025-04,Central Texas,0.268,0.446,0.147,0.123,0.015
2025-04,Central Texas,0.485,0.267,0.057,0.145,0.045
2025-04,Central Texas,0.327,0.159,0.308,0.202,0.004
2025-04,Central Texas,0.294,0.423,0.042,0.179,0.063
2025-04,Central Texas,0.459,0.174,0.258,0.088,0.021
2025-04,Central Texas,0.468,0.158,0.08,0.147,0.147
2025-04,Central Texas,0.331,0.274,0.095,0.146,0.154
2025-04,Central Texas,0.369,0.356,0.062,0.188,0.025
2025-04,Central Texas,0.459,0.198,0.015,0.22,0.107
2025-04,Central Texas,0.4,0.082,0.153,0.317,0.048
2025-04,Central Texas,0.32,0.063,0.254,0.24,0.123
2025-04,Central Texas,0.274,0.143,0.164,0.402,0.018
2025-04,Central Texas,0.238,0.159,0.111,0.337,0.156
2025-04,Central Texas,0.338,0.397,0.161,0.049,0.055
2025-04,Central Texas,0.461,0.315,0.157,0.011,0.055
2025-04,Central Texas,0.453,0.235,0.106,0.168,0.038
2025-04,Central Texas,0.578,0.089,0.219,0.062,0.052
2025-04,Central Texas,0.249,0.124,0.289,0.339,0.0
2025-04,Central Texas,0.192,0.401,0.196,0.202,0.009
2025-04,Central Texas,0.439,0.094,0.319,0.032,0.118
2025-04,Central Texas,0.439,0.166,0.068,0.275,0.051
2025-04,Central Texas,0.458,0.258,0.089,0.133,0.062
2025-04,Central Texas,0.382,0.166,0.102,0.278,0.073
2025-04,Central Texas,0.262,0.261,0.159,0.24,0.079
2025-04,Central Texas,0.487,0.154,0.18,0.158,0.021
2025-04,Central Texas,0.248,0.396,0.186,0.116,0.053
2025-04,Central Texas,0.454,0.069,0.153,0.263,0.061
2025-04,Central Texas,0.381,0.247,0.162,0.172,0.037
2025-04,Central Texas,0.112,0.613,0.148,0.096,0.03
2025-04,Central Texas,0.305,0.423,0.083,0.184,0.005
2025-04,Central Texas,0.21,0.163,0.285,0.238,0.104
2025-04,North Texas,0.445,0.229,0.112,0.073,0.14
2025-04,North Texas,0.234,0.213,0.351,0.149,0.053
2025-04,North Texas,0.162,0.092,0.484,0.228,0.034
2025-04,North Texas,0.186,0.17,0.375,0.237,0.032
2025-04,North Texas,0.308,0.346,0.049,0.282,0.014
2025-04,North Texas,0.376,0.116,0.198,0.175,0.135
2025-04,North Texas,0.265,0.35,0.142,0.239,0.005
2025-04,North Texas,0.336,0.387,0.206,0.063,0.008
2025-04,North Texas,0.224,0.069,0.21,0.327,0.17
2025-04,North Texas,0.549,0.159,0.051,0.124,0.118
2025-04,North Texas,0.448,0.41,0.049,0.04,0.054
2025-04,North Texas,0.503,0.297,0.01,0.153,0.037
2025-04,North Texas,0.33,0.18,0.039,0.372,0.079
2025-04,North Texas,0.357,0.239,0.231,0.063,0.11
2025-04,North Texas,0.4,0.312,0.071,0.179,0.038
2025-04,North Texas,0.171,0.361,0.436,0.029,0.003
2025-04,North Texas,0.308,0.198,0.155,0.259,0.08
2025-04,North Texas,0.421,0.147,0.176,0.159,0.097
2025-04,North Texas,0.265,0.456,0.112,0.123,0.043
2025-04,North Texas,0.272,0.415,0.112,0.093,0.108
2025-04,North Texas,0.396,0.167,0.141,0.246,0.05
2025-04,North Texas,0.246,0.281,0.149,0.229,0.095
2025-04,North Texas,0.331,0.265,0.137,0.237,0.03
2025-04,North Texas,0.411,0.284,0.141,0.122,0.042
2025-04,North Texas,0.773,0.027,0.033,0.139,0.028
2025-04,North Texas,0.23,0.315,0.192,0.168,0.095
2025-04,North Texas,0.373,0.209,0.088,0.27,0.061
2025-04,North Texas,0.413,0.174,0.199,0.182,0.033
2025-04,North Texas,0.412,0.378,0.036,0.154,0.021
2025-04,North Texas,0.191,0.597,0.065,0.116,0.03
2025-04,North Texas,0.237,0.498,0.195,0.05,0.019
2025-04,North Texas,0.239,0.19,0.324,0.124,0.123
2025-04,North Texas,0.277,0.221,0.209,0.29,0.003
2025-04,North Texas,0.427,0.273,0.204,0.066,0.03
2025-04,North Texas,0.58,0.13,0.153,0.126,0.011
2025-04,North Texas,0.201,0.313,0.225,0.196,0.066
2025-04,North Texas,0.386,0.121,0.028,0.265,0.2
2025-04,North Texas,0.529,0.094,0.155,0.109,0.113
2025-04,North Texas,0.394,0.092,0.113,0.324,0.077
2025-04,North Texas,0.398,0.107,0.283,0.045,0.167
2025-04,East Texas,0.383,0.156,0.295,0.16,0.006
2025-04,East Texas,0.23,0.283,0.236,0.121,0.129
2025-04,East Texas,0.498,0.229,0.077,0.174,0.022
2025-04,East Texas,0.413,0.233,0.017,0.261,0.077
2025-04,East Texas,0.303,0.222,0.209,0.059,0.207
2025-04,East Texas,0.339,0.522,0.05,0.078,0.011
2025-04,East Texas,0.499,0.08,0.188,0.216,0.018
2025-04,East Texas,0.399,0.373,0.062,0.132,0.033
2025-04,East Texas,0.285,0.401,0.07,0.092,0.151
2025-04,East Texas,0.323,0.121,0.489,0.057,0.01
2025-04,East Texas,0.315,0.331,0.151,0.102,0.101
2025-04,East Texas,0.239,0.252,0.122,0.347,0.04
2025-04,East Texas,0.477,0.261,0.151,0.067,0.044
2025-04,East Texas,0.296,0.495,0.161,0.027,0.021
2025-04,East Texas,0.169,0.211,0.282,0.308,0.029
2025-04,East Texas,0.397,0.207,0.046,0.245,0.105
2025-04,East Texas,0.403,0.275,0.147,0.174,0.001
2025-04,East Texas,0.404,0.211,0.075,0.24,0.07
2025-04,East Texas,0.578,0.27,0.034,0.088,0.03
2025-04,East Texas,0.296,0.238,0.203,0.249,0.014
2025-04,East Texas,0.248,0.368,0.176,0.206,0.003
2025-04,East Texas,0.372,0.289,0.195,0.052,0.092
2025-04,East Texas,0.369,0.054,0.148,0.216,0.214
2025-04,East Texas,0.297,0.297,0.072,0.319,0.015
2025-04,East Texas,0.196,0.366,0.091,0.117,0.229
2025-04,East Texas,0.205,0.144,0.397,0.112,0.141
2025-04,East Texas,0.242,0.212,0.252,0.072,0.221
2025-04,East Texas,0.371,0.34,0.031,0.238,0.02
2025-04,East Texas,0.488,0.163,0.093,0.218,0.038
2025-04,East Texas,0.27,0.371,0.153,0.073,0.133
2025-04,East Texas,0.799,0.123,0.046,0.024,0.007
2025-04,East Texas,0.203,0.133,0.376,0.232,0.056
2025-04,East Texas,0.28,0.284,0.125,0.256,0.055
2025-04,East Texas,0.284,0.2,0.092,0.377,0.048
2025-04,East Texas,0.232,0.163,0.094,0.072,0.438
2025-04,East Texas,0.356,0.14,0.168,0.221,0.116
2025-04,East Texas,0.44,0.181,0.133,0.129,0.117
2025-04,East Texas,0.376,0.33,0.058,0.203,0.033
2025-04,East Texas,0.384,0.085,0.344,0.111,0.076
2025-04,East Texas,0.219,0.426,0.157,0.05,0.147
2025-04,West Texas,0.402,0.367,0.089,0.135,0.007
2025-04,West Texas,0.209,0.279,0.159,0.172,0.18
2025-04,West Texas,0.242,0.15,0.193,0.302,0.112
2025-04,West Texas,0.306,0.208,0.337,0.076,0.072
2025-04,West Texas,0.279,0.385,0.083,0.071,0.182
2025-04,West Texas,0.181,0.424,0.209,0.084,0.102
2025-04,West Texas,0.356,0.297,0.074,0.134,0.139
2025-04,West Texas,0.279,0.465,0.115,0.129,0.011
2025-04,West Texas,0.533,0.082,0.01,0.264,0.111
2025-04,West Texas,0.265,0.039,0.449,0.237,0.01
2025-04,West Texas,0.164,0.538,0.092,0.151,0.055
2025-04,West Texas,0.212,0.109,0.603,0.065,0.011
2025-04,West Texas,0.361,0.243,0.204,0.18,0.012
2025-04,West Texas,0.398,0.13,0.099,0.21,0.163
2025-04,West Texas,0.247,0.238,0.332,0.083,0.099
2025-04,West Texas,0.167,0.167,0.499,0.143,0.024
2025-04,West Texas,0.156,0.088,0.248,0.303,0.205
2025-04,West Texas,0.538,0.186,0.193,0.054,0.029
2025-04,West Texas,0.518,0.108,0.08,0.178,0.116
2025-04,West Texas,0.353,0.177,0.345,0.044,0.082
2025-04,West Texas,0.173,0.262,0.392,0.167,0.006
2025-04,West Texas,0.514,0.175,0.15,0.025,0.135
2025-04,West Texas,0.332,0.234,0.114,0.317,0.003
2025-04,West Texas,0.483,0.343,0.046,0.122,0.005
2025-04,West Texas,0.356,0.292,0.14,0.141,0.071
2025-04,West Texas,0.246,0.076,0.523,0.032,0.123
2025-04,West Texas,0.188,0.107,0.387,0.296,0.022
2025-04,West Texas,0.187,0.312,0.208,0.226,0.068
2025-04,West Texas,0.248,0.244,0.186,0.316,0.006
2025-04,West Texas,0.562,0.11,0.178,0.04,0.11
2025-04,West Texas,0.105,0.46,0.198,0.198,0.04
2025-04,West Texas,0.219,0.115,0.159,0.278,0.229
2025-04,West Texas,0.274,0.191,0.319,0.155,0.061
2025-04,West Texas,0.232,0.313,0.337,0.03,0.088
2025-04,West Texas,0.322,0.487,0.122,0.041,0.028
2025-04,West Texas,0.546,0.241,0.105,0.065,0.043
2025-04,West Texas,0.305,0.269,0.188,0.178,0.061
2025-04,West Texas,0.553,0.273,0.083,0.027,0.063
2025-04,West Texas,0.414,0.109,0.339,0.038,0.1
2025-04,West Texas,0.555,0.129,0.073,0.196,0.048
2025-05,South Texas,0.355,0.207,0.189,0.211,0.038
2025-05,South Texas,0.097,0.429,0.233,0.071,0.171
2025-05,South Texas,0.395,0.21,0.15,0.185,0.06
2025-05,South Texas,0.507,0.062,0.235,0.187,0.009
2025-05,South Texas,0.366,0.255,0.027,0.215,0.138
2025-05,South Texas,0.046,0.643,0.154,0.147,0.01
2025-05,South Texas,0.46,0.068,0.08,0.323,0.069
2025-05,South Texas,0.563,0.177,0.197,0.06,0.003
2025-05,South Texas,0.387,0.442,0.077,0.079,0.014
2025-05,South Texas,0.458,0.262,0.057,0.221,0.001
2025-05,South Texas,0.37,0.466,0.024,0.069,0.072
2025-05,South Texas,0.28,0.149,0.217,0.23,0.124
2025-05,South Texas,0.363,0.268,0.24,0.114,0.014
2025-05,South Texas,0.319,0.09,0.427,0.077,0.087
2025-05,South Texas,0.325,0.227,0.267,0.129,0.053
2025-05,South Texas,0.123,0.316,0.188,0.134,0.24
2025-05,South Texas,0.298,0.295,0.098,0.252,0.057
2025-05,South Texas,0.39,0.334,0.148,0.104,0.024
2025-05,South Texas,0.444,0.103,0.264,0.134,0.055
2025-05,South Texas,0.275,0.199,0.04,0.42,0.067
2025-05,South Texas,0.283,0.211,0.219,0.165,0.122
2025-05,South Texas,0.184,0.155,0.3,0.35,0.011
2025-05,South Texas,0.268,0.301,0.109,0.217,0.106
2025-05,South Texas,0.461,0.156,0.108,0.263,0.013
2025-05,South Texas,0.116,0.312,0.311,0.247,0.014
2025-05,South Texas,0.271,0.28,0.12,0.203,0.125
2025-05,South Texas,0.483,0.296,0.126,0.094,0.001
2025-05,South Texas,0.238,0.106,0.132,0.37,0.155
2025-05,South Texas,0.483,0.179,0.09,0.2,0.047
2025-05,South Texas,0.396,0.376,0.095,0.079,0.053
2025-05,South Texas,0.395,0.274,0.053,0.067,0.212
2025-05,South Texas,0.285,0.122,0.433,0.135,0.025
2025-05,South Texas,0.519,0.1,0.033,0.341,0.007
2025-05,South Texas,0.406,0.175,0.227,0.068,0.124
2025-05,South Texas,0.175,0.457,0.235,0.123,0.01
2025-05,South Texas,0.129,0.26,0.173,0.096,0.342
2025-05,South Texas,0.454,0.365,0.055,0.082,0.044
2025-05,South Texas,0.26,0.445,0.26,0.02,0.015
2025-05,South Texas,0.248,0.245,0.304,0.116,0.087
2025-05,South Texas,0.195,0.269,0.24,0.209,0.087
2025-05,Central Texas,0.503,0.135,0.046,0.118,0.198
2025-05,Central Texas,0.274,0.038,0.416,0.265,0.007
2025-05,Central Texas,0.707,0.157,0.005,0.122,0.009
2025-05,Central Texas,0.151,0.49,0.119,0.232,0.008
2025-05,Central Texas,0.553,0.188,0.205,0.037,0.017
2025-05,Central Texas,0.555,0.117,0.095,0.15,0.083
2025-05,Central Texas,0.595,0.089,0.12,0.094,0.103
2025-05,Central Texas,0.444,0.198,0.234,0.018,0.106
2025-05,Central Texas,0.4,0.378,0.156,0.03,0.036
2025-05,Central Texas,0.251,0.476,0.04,0.227,0.006
2025-05,Central Texas,0.344,0.223,0.247,0.164,0.022
2025-05,Central Texas,0.332,0.251,0.172,0.205,0.04
2025-05,Central Texas,0.467,0.068,0.332,0.099,0.034
2025-05,Central Texas,0.202,0.297,0.119,0.322,0.061
2025-05,Central Texas,0.465,0.072,0.265,0.09,0.108
2025-05,Central Texas,0.616,0.045,0.052,0.272,0.015
2025-05,Central Texas,0.438,0.086,0.249,0.145,0.083
2025-05,Central Texas,0.173,0.386,0.108,0.133,0.199
2025-05,Central Texas,0.233,0.198,0.078,0.267,0.224
2025-05,Central Texas,0.317,0.561,0.061,0.059,0.002
2025-05,Central Texas,0.573,0.21,0.032,0.175,0.01
2025-05,Central Texas,0.255,0.508,0.062,0.094,0.081
2025-05,Central Texas,0.263,0.144,0.132,0.238,0.224
2025-05,Central Texas,0.249,0.22,0.196,0.267,0.069
2025-05,Central Texas,0.377,0.281,0.056,0.269,0.018
2025-05,Central Texas,0.515,0.138,0.225,0.09,0.032
2025-05,Central Texas,0.127,0.528,0.103,0.234,0.008
2025-05,Central Texas,0.634,0.046,0.052,0.234,0.034
2025-05,Central Texas,0.318,0.358,0.166,0.085,0.074
2025-05,Central Texas,0.358,0.136,0.131,0.374,0.001
2025-05,Central Texas,0.34,0.2,0.237,0.155,0.067
2025-05,Central Texas,0.374,0.369,0.047,0.099,0.111
2025-05,Central Texas,0.271,0.385,0.024,0.155,0.165
2025-05,Central Texas,0.412,0.229,0.058,0.281,0.02
2025-05,Central Texas,0.31,0.202,0.074,0.323,0.091
2025-05,Central Texas,0.211,0.367,0.286,0.07,0.066
2025-05,Central Texas,0.293,0.342,0.185,0.178,0.002
2025-05,Central Texas,0.19,0.178,0.486,0.056,0.09
2025-05,Central Texas,0.323,0.307,0.298,0.033,0.04
2025-05,Central Texas,0.385,0.202,0.047,0.305,0.061
2025-05,North Texas,0.43,0.196,0.299,0.072,0.003
2025-05,North Texas,0.366,0.38,0.141,0.079,0.034
2025-05,North Texas,0.255,0.399,0.221,0.09,0.036
2025-05,North Texas,0.237,0.204,0.248,0.256,0.054
2025-05,North Texas,0.07,0.389,0.247,0.249,0.045
2025-05,North Texas,0.238,0.106,0.277,0.129,0.25
2025-05,North Texas,0.256,0.29,0.127,0.312,0.015
2025-05,North Texas,0.117,0.093,0.42,0.33,0.04
2025-05,North Texas,0.371,0.192,0.046,0.25,0.14
2025-05,North Texas,0.42,0.29,0.059,0.222,0.008
2025-05,North Texas,0.243,0.608,0.124,0.026,0.0
2025-05,North Texas,0.293,0.19,0.138,0.226,0.154
2025-05,North Texas,0.356,0.316,0.205,0.068,0.055
2025-05,North Texas,0.633,0.096,0.163,0.099,0.009
2025-05,North Texas,0.473,0.263,0.121,0.059,0.085
2025-05,North Texas,0.257,0.421,0.261,0.053,0.008
2025-05,North Texas,0.415,0.207,0.138,0.16,0.081
2025-05,North Texas,0.139,0.195,0.349,0.288,0.028
2025-05,North Texas,0.378,0.168,0.235,0.203,0.016
2025-05,North Texas,0.48,0.194,0.073,0.11,0.142
2025-05,North Texas,0.209,0.196,0.189,0.262,0.144
2025-05,North Texas,0.187,0.553,0.079,0.12,0.061
2025-05,North Texas,0.247,0.383,0.197,0.032,0.141
2025-05,North Texas,0.285,0.386,0.066,0.255,0.008
2025-05,North Texas,0.513,0.08,0.124,0.249,0.035
2025-05,North Texas,0.389,0.082,0.099,0.299,0.132
2025-05,North Texas,0.46,0.292,0.136,0.11,0.001
2025-05,North Texas,0.136,0.184,0.041,0.636,0.002
2025-05,North Texas,0.391,0.091,0.357,0.1,0.062
2025-05,North Texas,0.438,0.156,0.011,0.344,0.05
2025-05,North Texas,0.316,0.229,0.149,0.182,0.124
2025-05,North Texas,0.393,0.451,0.069,0.08,0.007
2025-05,North Texas,0.234,0.264,0.129,0.329,0.044
2025-05,North Texas,0.388,0.058,0.216,0.317,0.02
2025-05,North Texas,0.296,0.267,0.134,0.182,0.121
2025-05,North Texas,0.144,0.305,0.168,0.155,0.229
2025-05,North Texas,0.225,0.166,0.343,0.161,0.105
2025-05,North Texas,0.329,0.316,0.117,0.115,0.123
2025-05,North Texas,0.407,0.077,0.161,0.255,0.099
2025-05,North Texas,0.469,0.117,0.189,0.123,0.101
2025-05,East Texas,0.416,0.159,0.081,0.295,0.048
2025-05,East Texas,0.536,0.148,0.076,0.22,0.02
2025-05,East Texas,0.487,0.157,0.017,0.181,0.157
2025-05,East Texas,0.238,0.246,0.106,0.317,0.092
2025-05,East Texas,0.158,0.532,0.201,0.092,0.017
2025-05,East Texas,0.312,0.312,0.154,0.205,0.017
2025-05,East Texas,0.259,0.24,0.207,0.273,0.02
2025-05,East Texas,0.357,0.233,0.207,0.155,0.047
2025-05,East Texas,0.453,0.192,0.069,0.006,0.28
2025-05,East Texas,0.589,0.076,0.078,0.138,0.119
2025-05,East Texas,0.462,0.16,0.147,0.138,0.093
2025-05,East Texas,0.405,0.221,0.221,0.095,0.057
2025-05,East Texas,0.463,0.207,0.115,0.162,0.052
2025-05,East Texas,0.132,0.336,0.281,0.241,0.01
2025-05,East Texas,0.124,0.342,0.438,0.071,0.025
2025-05,East Texas,0.612,0.17,0.019,0.169,0.03
2025-05,East Texas,0.394,0.187,0.295,0.045,0.08
2025-05,East Texas,0.309,0.235,0.117,0.101,0.238
2025-05,East Texas,0.476,0.19,0.137,0.146,0.05
2025-05,East Texas,0.431,0.17,0.147,0.236,0.016
2025-05,East Texas,0.232,0.288,0.333,0.092,0.056
2025-05,East Texas,0.256,0.435,0.048,0.261,0.0
2025-05,East Texas,0.248,0.543,0.079,0.049,0.081
2025-05,East Texas,0.585,0.191,0.1,0.117,0.007
2025-05,East Texas,0.482,0.284,0.084,0.073,0.076
2025-05,East Texas,0.37,0.297,0.072,0.073,0.188
2025-05,East Texas,0.148,0.402,0.12,0.292,0.038
2025-05,East Texas,0.487,0.275,0.041,0.063,0.134
2025-05,East Texas,0.373,0.149,0.21,0.226,0.042
2025-05,East Texas,0.351,0.217,0.121,0.195,0.116
2025-05,East Texas,0.398,0.203,0.073,0.315,0.011
2025-05,East Texas,0.348,0.409,0.086,0.066,0.091
2025-05,East Texas,0.303,0.236,0.375,0.055,0.03
2025-05,East Texas,0.262,0.055,0.047,0.307,0.329
2025-05,East Texas,0.404,0.268,0.149,0.123,0.056
2025-05,East Texas,0.353,0.21,0.245,0.125,0.066
2025-05,East Texas,0.199,0.365,0.252,0.163,0.021
2025-05,East Texas,0.274,0.209,0.199,0.286,0.032
2025-05,East Texas,0.261,0.4,0.062,0.015,0.262
2025-05,East Texas,0.274,0.181,0.283,0.095,0.168
2025-05,West Texas,0.36,0.221,0.05,0.288,0.082
2025-05,West Texas,0.53,0.222,0.123,0.061,0.064
2025-05,West Texas,0.17,0.319,0.378,0.126,0.008
2025-05,West Texas,0.38,0.089,0.148,0.345,0.037
2025-05,West Texas,0.482,0.228,0.24,0.013,0.037
2025-05,West Texas,0.517,0.221,0.113,0.143,0.006
2025-05,West Texas,0.232,0.083,0.229,0.241,0.215
2025-05,West Texas,0.147,0.635,0.075,0.141,0.002
2025-05,West Texas,0.456,0.319,0.08,0.141,0.005
2025-05,West Texas,0.138,0.317,0.055,0.253,0.237
2025-05,West Texas,0.206,0.429,0.037,0.262,0.065
2025-05,West Texas,0.385,0.207,0.127,0.111,0.17
2025-05,West Texas,0.517,0.153,0.063,0.218,0.049
2025-05,West Texas,0.11,0.285,0.288,0.298,0.018
2025-05,West Texas,0.537,0.054,0.185,0.129,0.094
2025-05,West Texas,0.355,0.149,0.128,0.305,0.063
2025-05,West Texas,0.241,0.271,0.266,0.139,0.082
2025-05,West Texas,0.182,0.382,0.083,0.126,0.227
2025-05,West Texas,0.275,0.281,0.371,0.051,0.022
2025-05,West Texas,0.111,0.496,0.197,0.136,0.06
2025-05,West Texas,0.2,0.078,0.084,0.448,0.189
2025-05,West Texas,0.528,0.139,0.122,0.12,0.09
2025-05,West Texas,0.388,0.23,0.201,0.178,0.004
2025-05,West Texas,0.439,0.184,0.06,0.155,0.163
2025-05,West Texas,0.465,0.059,0.415,0.039,0.022
2025-05,West Texas,0.553,0.063,0.165,0.164,0.055
